OBJECTID,SiteKey,PlotKey,DateModified,Actual.Eco.Site,PlotID,EstablishDate,State,County,Directions,AvgPrecip,AvgPrecipUOM,EcolSite,Soil,ParentMaterial,Slope,Aspect,ESD_SlopeShape,LandscapeType,LandscapeTypeSecondary,MgtUnit,GPSCoordSys,Datum,Zone,Easting,Northing,Elevation,ElevationType,RecentWeatherPast12,RecentWeatherPrevious12,DisturbWildfire,DisturbRodents,DisturbMammals,DisturbWater,DisturbWind,DisturbWaterSoilDep,DisturbWindSoilDep,DisturbUndgroundUtils,DisturbOverhdTransLines,DisturbOther,DisturbOtherDesc,WildlifeUse,MgtHistory,OffsiteInfluences,Comments,ESD_MLRA,ESD_CRA,ESD_Region,ESD_Investigators,ESD_Bedrock,ESD_CommunityDescription,ESD_MajorLandform,ESD_ComponentLandform,HillslopeType,ESD_GeomorphicComp,ESD_RunIn_RunOff,ESD_SlopeComplexity,ESD_Root_density,ESD_Root_Depth,ESD_Root_Notes,ESD_DKDate,ESD_DKObservers,ESD_LitterClass,ESD_BiologicalCrustClass,ESD_PctGrassCover,ESD_ResourceRetentionClass,ESD_bareGapPatchSize,ESD_grassPatchSize,ESD_ResourceRetentionNotes,ESD_Pedoderm_Class,ESD_SurfaceNotes,ESD_SubsurfaceNotes,ESD_Compaction,ESD_Series,ESD_ParticleSizeClass,ESD_Mineralogy,ESD_SoilTempRegime,ESD_DepthClass,ESD_Subgroup,ESD_Greatgroup,ESD_Reaction,ESD_SoilMoistureRegime,ESD_CationExchangeActivityClass,ESD_Epipedon,ESD_Subsurface_features,ESD_Depth_to_root_horizon,ESD_Type_root_horizon,ESD_Horizon_notes,ESD_TrackingID,ESD_StateWithinEcologicalSite,ESD_CommunityWithinState,ESD_ErosionPatternClass,ESD_SoilRedistributionClass,Longitude,Latitude,DateLoadedInDb,GlobalID,PrimaryKey,DBKey,ADMINST,SpeciesState,ProjectName,Purpose,PurposeFlag,Design,DesignFlag
69347,1.80606E+12,1.80703E+15,11/5/2018 16:40,SS,SS-231,7/3/2018 0:00,CO,Montrose,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401
 
Take CO-145 N to S17 Rd
1 h 59 min (102 mi)
 
Head south on US-550 S/S Townsend Ave toward Anderson Rd
 Continue to follow US-550 S
 Pass by Chili's Grill & Bar (on the right in 0.5 mi)
24.5 mi

Turn right onto CO-62 W/State Hwy 62/Sherman St
 Continue to follow CO-62 W/State Hwy 62
23.3 mi

Continue onto CO-145 N
32.5 mi

Continue onto CO-141 N
21.2 mi
 
Take Q 12 Rd to S15 Rd
14 min (4.7 mi)
 
Turn right onto S17 Rd
0.4 mi

Slight left onto Q 12 Rd
1.9 mi

Slight right
1.1 mi

Turn right onto S15 Rd
 Destination will be on the right
1.2 mi
S15 Rd
Naturita, CO 81422",14,in,R036XY326CO,17,Alluvium derived from sandstone,6,60,VL,Terrace**,Tread,Allotment,Decimal Degrees,NAD 83,,-108.776972,38.404861,5928,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,Grass appears to be grazed. Cow patties present,Grass appears to be grazed; most likely plowed and seeded,Uranium mining and road development nea plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barx-Progresso complex, 3-12% slopes",,,,,,,,,,,,,,,,,,,,-108.776972,38.404861,9/1/2018,{94A1D21D-4A2C-4856-AAB1-A788B02F759B},18070315460062612018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69348,1.80606E+12,1.80704E+15,10/18/2018 11:43,SS,SS-228,6/14/2018 0:00,CO,Montrose,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401
 
Follow US-550 S, CO-62 W/State Hwy 62 and CO-145 N to CO-90
1 h 33 min (80.9 mi)
 
Head south on US-550 S/S Townsend Ave toward Anderson Rd
 Continue to follow US-550 S
 Pass by Chili's Grill & Bar (on the right in 0.5 mi)
24.5 mi

Turn right onto CO-62 W/State Hwy 62/Sherman St
 Continue to follow CO-62 W/State Hwy 62
23.3 mi

Continue onto CO-145 N
32.5 mi

Continue onto CO-141 N
0.6 mi
 
Take 3000 Rd, CC Rd, BB Rd, 2700 Rd, ... and Z26 Rd to V19 Rd
26 min (13.4 mi)
 
Turn right onto CO-90
0.9 mi

Continue straight
0.3 mi

Continue onto DD30 Rd
0.5 mi

Turn left onto DD31 Rd
0.8 mi

Continue onto 3000 Rd
1.4 mi

Turn left onto CC Rd
1.5 mi

Turn right onto Main St
0.7 mi

Continue onto Grand Ave
0.5 mi

Continue onto BB Rd
1.2 mi

Turn right onto 2700 Rd
1.1 mi

Turn left onto Aa Rd
0.8 mi

Turn right onto 26 Rd
1.5 mi

26 Rd turns left and becomes Z26 Rd
1.6 mi

Turn left onto V19 Rd
0.6 mi
38.3197538483447, -108.622451421",13,in,R036XY325CO,17,Alluvium derived from sandstone,2,16,LL,Flat Plain,,Allotment,Decimal Degrees,NAD 83,,-108.62241,38.31976,5653,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,grazing visible; could be due to livestock- cow patties present in plot.Bunches grazed and seedheads absent lead us to conclude that crazing occurs here.,possible treatment in the past due to presence of dead and uprooted woody sp. throughout plot,A telephone line runs perpendicular to our T1 about a quarter mile north.,Cryptobiotic soil crust visible throughout plot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barx-Progresso complex, 3 to 12 percent slopes",,,,,,,,,,,,,,,,,,,,-108.62241,38.31976,9/1/2018,{F187C745-C011-4F85-9A56-DEF3BAE091CA},18070408554231632018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69349,1.80605E+15,1.80704E+15,11/5/2018 15:00,PJ,MMS-073,7/4/2018 0:00,CO,Ouray,"Head south on US-550 S/S Townsend Ave toward Woodgate Rd
 Continue to follow US-550 S
 Pass by Chili's Grill & Bar (on the right in 0.6 mi)
6.4 mi

Turn right onto Uncompahgre Rd
118 ft

Turn left onto Frontage Rd
0.3 mi

Turn right onto Government Springs Rd
1.2 mi

Turn right to stay on Government Springs Rd",14,in,R036XY325CO,B31,Slope alluvium derived from sandstone,13,60,VL,Terrace**,Riser,Allotment,Decimal Degrees,NAD 83,,-107.86259,38.32482,6959,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,"Deer and elk scat present; some fresh, but most of it dry. Grasses appear grazed and game trails/tracks are prevalent throughout plot.",P/J pasture that appears chained. Chainsawed tree stumps present,Homes and transmission lines visible from plot. Unmaintained two-track runs through T1,"Seeded with AGCR; OPFR dominates the plot ground. Chained, woody debris throughout plot.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barx-Lazear, very flaggy-Rock outcrop complex 3-10",,,,,,,,,,,,,,,,,,,,-107.86259,38.32482,9/1/2018,{2B9BAFDD-80A8-443E-BCD1-55B9C934ACC8},18070414232981442018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69350,1.80604E+15,1.80705E+15,10/22/2018 12:12,SD,SD-324,7/5/2018 0:00,CO,Montrose,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401

Head north on S Townsend Ave toward Woodgate Rd
 Pass by KFC (on the right in 0.3 mi)
0.8 mi

Turn right onto S 12th St
0.5 mi

Turn right onto Sunnyside Rd
0.2 mi

At the traffic circle, take the 3rd exit onto S Hillcrest Dr
1.3 mi

Continue onto 6600 Rd
0.9 mi

Turn right onto Landfill Rd
4.6 mi

Turn right onto Bostwick Park Rd
0.2 mi
38.5311900, -107.7908600",14,in, UNKNOWN,44,Alluvium,36,10,LV,Terrace**,Riser,Allotment,Decimal Degrees,NAD 83,,-107.79086,38.53119,6307,2,Drought,Drought,0,1,0,1,0,1,0,0,0,0,,Small rodent burrows,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gullied land,,,,,,,,,,,,,,,,,,,,-107.79086,38.53119,9/1/2018,{12B00A9F-1687-4F63-B8CB-1ACBBC56C0F3},18070509094810962018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69351,1.80605E+15,1.8071E+15,11/5/2018 18:29,MMS,MMS-074,7/10/2018 0:00,CO,Montrose,"Take US-50 W to D Rd in Delta County
23 min (18.9 mi)
Head north on S Townsend Ave toward E Oak Grove Rd
 Pass by Burger King (on the left in 1.8 mi)
6.5 mi
Continue onto US-50 W
12.4 mi
 
Take 1900 Rd, F Rd, 2000 Rd and 2050 Rd to CO-92 E
11 min (7.2 mi)
 
Turn right onto D Rd
0.8 mi

Continue onto 1900 Rd
1.9 mi

Turn right onto F Rd
1.0 mi

Turn left onto 2000 Rd
1.0 mi

Turn right onto G Rd
0.5 mi

Turn left onto 2050 Rd
1.0 mi

Turn right onto H Rd
0.3 mi

Turn left onto 2075 Rd
0.7 mi

Turn right onto CO-92 E
30 min (25.9 mi)
 
Take Fruitland Mesa Rd and Black Canyon Rd to D76 Rd in Montrose County
35 min (15.2 mi)
 
Turn right onto Dogwood Ave
184 ft

Turn left onto Fruitland Mesa Rd/I St
 Continue to follow Fruitland Mesa Rd
3.3 mi

Continue straight onto 7745 Rd
1.2 mi

Turn right onto A Rd/Black Canyon Rd
410 ft
Turn right to stay on A Rd/Black Canyon Rd
0.8 mi
Turn left onto Black Canyon Rd
1.9 mi
Slight right to stay on Black Canyon Rd
3.7 mi
Turn right
0.5 mi
Continue straight
0.4 mi
Turn right
1.4 mi
Merge onto D76 Rd
0.3 mi
Turn left to stay on D76 Rd
1.4 mi
D76 Rd
Crawford, CO 81415",22,in,R048AY238CO,1,Weathered from sandstone,7,344,LC,Terrace**,Riser,Allotment,Decimal Degrees,NAD 83,,-107.76064,38.61922,8002,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,Elk and deer scat present; avian and ungulate skeletal remains present near T2,,Unmaintained 4x4 road about 10 m from plot center.,Dry stock pond just beyond T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Absarokee loam, 3 to 12 percent slopes",,,,,,,,,,,,,,,,,,,,-107.76064,38.61922,9/1/2018,{8327CE82-7D09-4AF8-84BE-3A68B781750D},18071012195392682018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69352,1.80606E+12,1.80712E+15,11/5/2018 18:19,SD,SS-234,7/12/2018 0:00,CO,Montrose,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401

Head north on S Townsend Ave toward Woodgate Rd
 Pass by Burger King (on the left in 1.8 mi)
2.6 mi

Turn right onto Maple Rd/N San Juan Ave
 Continue to follow N San Juan Ave
0.2 mi

Sharp left onto 6450 Rd
3.9 mi

Continue onto 6400 Rd
3.9 mi

Turn right onto Falcon Rd
0.2 mi

Slight left onto Peach Valley Rd
5.7 mi
38.664540854239426, -107.883523224",11,in, UNKNOWN,74,Locally transported stony residuum,11,198,CC,Terrace**,Riser,Allotment,Decimal Degrees,NAD 83,,-107.88352,38.66456,5607,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,possible pronghorn scat. Evidence of grazing,Evidence of grazing,located in an OHV area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Torriorthents-Haplargids complex, very stony",,,,,,,,,,,,,,,,,,,,-107.88352,38.66456,9/1/2018,{87880A92-0E96-4D4D-B04C-55C6534B898E},18071208214636302018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69353,1.80604E+15,1.80712E+14,10/22/2018 15:43,SD,SD-332,7/12/2018 0:00,CO,Delta,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401

Head north on S Townsend Ave toward Woodgate Rd
17 s (0.1 mi)
 
Take S Rio Grande Ave to N Townsend Ave
4 min (1.7 mi)
 
Take US-50 W to Carnation Rd
14 min (12.6 mi)
 
Follow Carnation Rd and 6200 Rd to Peach Valley Rd in Delta County
15 min (7.4 mi)
2283 Peach Valley Rd
Delta, CO 81416",10,in,R034BY109UT,800,Cretaceous source colluvium over residuum weathere,7,35,CC,Terrace**,Tread,Allotment,Decimal Degrees,NAD 83,,-107.90334,38.68056,5427,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Persayo loam, 4 to 25 percent slopes",,,,,,,,,,,,,,,,,,,,-107.90334,38.68056,9/1/2018,{0D195BC6-C4EC-464F-89FF-CF8A8AB7F878},1807121251101692018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69354,1.80716E+15,1.80716E+15,10/24/2018 9:08,PJ,GR-021,6/14/2018 0:00,CO,Montrose,"38.4593651, -107.8670737
Head east on E Oak Grove Rd toward S Townsend Ave
11 s (184 ft)
 
Follow US-550 S, CO-62 W/State Hwy 62 and CO-145 N to CO-90
1 h 34 min (81.0 mi)
 
Turn right onto US-550 S/S Townsend Ave
 Continue to follow US-550 S
 Pass by Chili's Grill & Bar (on the right in 0.6 mi)
24.6 mi

Turn right onto CO-62 W/State Hwy 62/Sherman St
 Continue to follow CO-62 W/State Hwy 62
23.3 mi

Continue onto CO-145 N
32.5 mi

Continue onto CO-141 N
0.6 mi
 
Take CC Rd, 2700 Rd and Z26 Rd to The Meadows Trail
41 min (19.4 mi)
 
Turn right onto CO-90
0.9 mi

Continue straight
0.3 mi

Continue onto DD30 Rd
0.5 mi

Turn left onto DD31 Rd
0.8 mi

Continue onto 3000 Rd
1.4 mi

Turn left onto CC Rd
3.1 mi

Turn right onto 2700 Rd
2.1 mi

Turn left onto Aa Rd
0.8 mi

Turn right onto 26 Rd
1.5 mi

26 Rd turns left and becomes Z26 Rd
4.4 mi

Sharp right onto The Meadows Trail
3.6 mi
29516 The Meadows Trail
Nucla, CO 81424",15,in, UNKNOWN,76, Residuum weathered from interbedded sandstone/sha,6,240,LC,Hills/Mountains*,Backslope,Allotment,Decimal Degrees,NAD 83,,-108.57239,38.36678,6194.209961,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,Evidence of deer presence (scat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pinon-Bowdish-Rock outcrop complex, 3-10% slopes",,,,,,,,,,,,,,,,,,,,-108.57239,38.36678,9/1/2018,{7EB46847-A716-40C2-972F-FB450F8C8531},18071607392328632018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69355,1.80604E+15,1.80717E+15,10/22/2018 16:59,SS,SD-398,7/17/2018 0:00,CO,Delta,"From BLM Office
Follow S Junction Ave and S 5th St to S San Juan Ave
2 min (0.5 mi)
 
Follow US-50 W to W 5th St in Delta
26 min (22.3 mi)
 
Take G Rd and G50 Rd to US-50 W
8 min (5.0 mi)
 
Turn left onto US-50 W
4 min (4.2 mi)

Turn left onto 730 Rd
19 min (3.4 mi)
730 Rd
Delta, CO 81416",9,in, UNKNOWN,75,Stony loamy rockfall deposits,31,340,CV,Terrace**,Riser,Allotment,Decimal Degrees,NAD 83,,-108.2094,38.73566,5151,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Torriorthents-Rock outcrop, sandstone, complex",,,,,,,,,,,,,,,,,,,,-108.2094,38.73566,9/1/2018,{5FE6772C-7BBE-45EB-B2A3-EE0E03372A5C},18071710495691532018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69356,1.80604E+15,1.80717E+15,11/5/2018 17:28,SS,SD-396,7/17/2018 0:00,CO,Delta,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401
 
Take US-50 W to W 5th St in Delta
28 min (23.2 mi)
 
Take G Rd and G50 Rd to US-50 W
8 min (5.0 mi)
 
Turn left onto US-50 W
5 min (5.6 mi)
 
Continue on 650 Rd. Drive to Escalante Rim Rd
22 min (7.5 mi)
730 Rd
Delta, CO 81416",10,in, UNKNOWN,73,Alluvium and/or colluvium,7,218,LC,Terrace**,Tread,Allotment,Decimal Degrees,NAD 83,,-108.23609,38.71801,5571,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shavano-Lazear complex, 3 to 12 percent slopes",,,,,,,,,,,,,,,,,,,,-108.23609,38.71801,9/1/2018,{6E9308CE-31B9-4AE0-B523-06EF98EA1123},18071714501753302018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69357,1.80606E+12,1.80718E+15,11/5/2018 18:30,MMS,SS-302,7/18/2018 0:00,CO,Delta,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401
 
Take US-50 W to D Rd in Delta County
23 min (19.0 mi)
 
Head north on S Townsend Ave toward Woodgate Rd
 Pass by Burger King (on the left in 1.8 mi)
6.5 mi

Continue onto US-50 W
12.4 mi
 
Take 1900 Rd, F Rd, 2000 Rd and 2050 Rd to CO-92 E
11 min (7.2 mi)
 
Turn right onto D Rd
0.8 mi

Continue onto 1900 Rd
1.9 mi

Turn right onto F Rd
1.0 mi

Turn left onto 2000 Rd
1.0 mi

Turn right onto G Rd
0.5 mi

Turn left onto 2050 Rd
1.0 mi

Turn right onto H Rd
0.3 mi

Turn left onto 2075 Rd
0.7 mi
 
Continue on CO-92 E to Bowie Rd
32 min (27.5 mi)
 
Turn right onto CO-92 E
15.3 mi

Turn left onto CO-133 N
12.1 mi
 
Drive to 4405 Dr/Hubbard Creek Rd
13 min (5.4 mi)
 
Slight left onto Bowie Rd
1.9 mi

Turn left onto 4405 Dr/Hubbard Creek Rd
3.4 mi
20750 Hubbard Creek Rd
Paonia, CO 81428",18,in,R048AY238CO,2,Weathered from sandstone,5,285,LL,Hills/Mountains*,Shoulder,Allotment,Decimal Degrees,NAD 83,,-107.56125,38.9553,7936,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Absarokee-Work loams, 6 to 25 percent slopes",,,,,,,,,,,,,,,,,,,,-107.56125,38.9553,9/1/2018,{587D0D36-210D-40E6-82F6-A4376156A62C},18071810392856832018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69358,1.80719E+15,1.80719E+15,11/5/2018 16:28,MMS,RIP-206,7/19/2018 0:00,CO,Gunnison,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401
 
Take US-50 W to D Rd in Delta County
22 min (19.0 mi)
 
Take 1900 Rd, F Rd, 2000 Rd and 2050 Rd to CO-92 E
11 min (7.2 mi)
 
Drive from CO-133 N to Gunnison County
36 min (30.8 mi)
 
Turn right
3 min (1.3 mi)
38.8968100, -107.4921000",18,in, UNKNOWN,,,8,350,LC,Floodplain/Flood basin,,Allotment,Decimal Degrees,NAD 83,,-107.492096,38.896809,7372,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,"Elk,bear, Mule deer scat present; about 30-50% of grasses in openings palatable",Signs of cattle grazing,"Coal mine reclamation has introduced BRIN2, subsidence evidence on hike in; a two-track runs through T2 at 7m.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-107.492096,38.896809,9/1/2018,{3BDEB358-BFF2-4FAD-9357-EFAD3CEABDD9},18071908345580362018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69359,1.80604E+15,1.80723E+14,11/5/2018 18:04,SD,SD-334,7/23/2018 0:00,CO,Delta,"Follow S Townsend Ave and US-50 W to Confluence Dr in Delta
27 min (22.6 mi)
 
Head north on S Townsend Ave toward E Oak Grove Rd
 Pass by Burger King (on the left in 1.8 mi)
6.5 mi

Continue onto US-50 W
15.9 mi

Turn right onto Meeker St
0.1 mi

Turn left at the 2nd cross street onto E 12th St
344 ft

Turn left onto Main St
236 ft
 
Continue on Confluence Dr. Take G Rd to H Ln
7 min (4.5 mi)
 
Turn right onto Confluence Dr
0.8 mi

Turn left onto W 5th St
0.2 mi

Continue onto G Rd
1.6 mi

Turn right to stay on G Rd
0.9 mi

Continue onto G50 Rd
0.4 mi

Turn right onto 1250 Rd
0.5 mi

Turn left onto H Ln
381 ft
693 1250 Rd
Delta, CO 81416",9,in, UNKNOWN,,,3,149,CV,Terrace**,Riser,Allotment,Decimal Degrees,NAD 83,,-108.13092,38.78548,5308,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,Ants have cleared some areas of gravel. PLJA has been grazed; some sheep scat present.,,Alkali flats road about 500 ft west of plot center; transmission line about .25 mi east of plot center,BRTE somewhat common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108.13092,38.78548,9/1/2018,{2E04CEED-9D8D-4D83-BF85-39DEBCC911EE},1807230903411932018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69360,1.80604E+15,1.80724E+15,11/5/2018 18:01,SD,SD-333,7/24/2018 0:00,CO,Delta,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401
 
Take US-50 W to D Rd in Delta County
23 min (19.0 mi)
 
Take 1900 Rd, 1800 Rd and CO-92 E to CO-65 S
11 min (7.0 mi)
 
Turn left onto CO-65 S
5 min (3.8 mi)
 
Continue on Running Deer Rd. Drive to Oak Creek Rd
8 min (4.1 mi)
19681 Oak Creek Rd
Eckert, CO 81418",10,in, UNKNOWN,11,"Basalt and/or calcareous, gypsiferous, weathered s",40,158,LV,Hills/Mountains*,Footslope,Allotment,Decimal Degrees,NAD 83,,-107.99332,38.85852,5479,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,Game trails present in plot vicinity; no evidence of scat.,,Private property located less than 500 ft southast of plot center; road present about 500 ft south of plot center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Badland,,,,,,,,,,,,,,,,,,,,-107.99332,38.85852,9/1/2018,{A6BB5935-F83D-4EB7-9371-56A92F680FA1},18072408390648502018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69361,1.80604E+15,1.80724E+15,10/22/2018 16:17,SD,SD-335,7/24/2018 0:00,CO,Montrose,"Take US-50 W to Ash Mesa Rd in Delta County
24 min (20.4 mi)
 
Head north on S Townsend Ave toward E Oak Grove Rd
 Pass by Burger King (on the left in 1.8 mi)
6.5 mi

Continue onto US-50 W
14.0 mi
 
Take D Rd to 25 Mesa Rd in Montrose County
19 min (11.5 mi)
 
Turn left onto Ash Mesa Rd
0.8 mi

Turn right onto D 25 Rd
0.7 mi

Turn left to stay on D 25 Rd
312 ft

Continue straight onto 1600 Rd
0.5 mi

Turn right onto Tessman Rd
0.5 mi

Continue onto D Rd
1.7 mi

Continue straight onto 25 Mesa Rd
 Destination will be on the left
7.1 mi
Nucla-Delta Rd
Delta, CO 81416",10,in,R036XY113CO,R3,Colluvium over residuum weathered from sandstone,14,144,LV,Terrace**,Tread,Allotment,Decimal Degrees,NAD 83,,-108.19581,38.65291,5733,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lazear, extremely flaggy-Rock outcrop-Wellsbasin",,,,,,,,,,,,,,,,,,,,-108.19581,38.65291,9/1/2018,{8AFCE17B-8E1F-49C6-8FE9-6F6D79CCF788},18072413353514022018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69362,1.80719E+15,1.80725E+15,11/5/2018 17:51,PJ,RIP-208,7/25/2018 0:00,CO,Montrose,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401

Head south on US-550 S/S Townsend Ave toward Anderson Rd
 Continue to follow US-550 S
 Pass by Chili's Grill & Bar (on the right in 0.5 mi)
2.7 mi

Turn right toward Racine Rd
105 ft

Turn right onto Racine Rd
0.8 mi

Racine Rd turns left and becomes 6500 Rd
0.7 mi

6500 Rd turns right and becomes Ranger Rd
0.9 mi

Turn left onto Sims Mesa Rd
0.6 mi

Slight right onto Happy Canyon Rd
1.6 mi
19241-19251 Happy Canyon Rd
Montrose, CO 81403",12,in,R036XY113CO,30,Colluvium over residuum weathered from sandstone/s,54,20,LL,Terrace**,Riser,Allotment,Decimal Degrees,NAD 83,,-107.90445,38.38847,6423,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barboncito-Rock outcrop complex, 3 to 20% slope",,,,,,,,,,,,,,,,,,,,-107.90445,38.38847,9/1/2018,{9F117C55-F65F-4BA6-8CF9-15D3E645C6A5},18072508180588582018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69363,1.80606E+12,1.80725E+15,10/19/2018 10:38,SS,SS-301,7/25/2018 0:00,CO,Montrose,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401

Head north on S Townsend Ave toward Woodgate Rd
 Pass by Burger King (on the left in 1.8 mi)
10 min (6.5 mi)
 
Follow W Jay Jay Rd and Jig Rd to 5850 Rd
6 min (3.6 mi)
 
Turn left onto W Jay Jay Rd
1.7 mi

Turn left onto Jig Rd
1.4 mi

Slight left to stay on Jig Rd
0.4 mi

Turn left to stay on Jig Rd
0.1 mi
 
Take Jasmine Rd and Hillside Rd to Holly Rd
6 min (3.9 mi)
 
Turn right at the 1st cross street onto 5850 Rd
0.5 mi

Turn left at the 1st cross street onto Jasmine Rd
1.2 mi

Continue onto Hillside Rd
1.8 mi

Continue onto Holly Rd
0.4 mi
 
Take Transfer Rd to Rotocap Rd 542
40 min (13.8 mi)
 
Slight left to stay on Holly Rd
0.5 mi

Turn left onto Transfer Rd
9.2 mi

Turn right onto Rotocap Rd 542
4.1 mi
38.494587726957491, -108.151302157",16,in,R036XY113CO,B31,Colluvium over residuum weathered from sandstone,10,108,LL,Flat Plain,,Allotment,Decimal Degrees,NAD 83,,-108.15125,38.49464,7149,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,Deer scat present.,Juniper knocked/cut down,Road adjacent to plot with fencing,Cyano crust common around plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barx-Lazear, very flaggy-Rock outcrop complex",,,,,,,,,,,,,,,,,,,,-108.15125,38.49464,9/1/2018,{01C7E4CF-9EDB-4AD3-9863-F5A676D67ECF},18072514484483882018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
