OBJECTID,PrimaryKey,PlotID,DBKey,Species,AH_SpeciesCover,Hgt_Species_Avg,AH_SpeciesCover_n,Hgt_Species_Avg_n,GrowthHabit,GrowthHabitSub,Duration,Noxious,SG_Group,SpeciesState,State
675404,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CHFE3,0.666666700000000,,1,,NonWoody,Forb,Perennial,NO,,CO,CO
675405,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,HEVI4,,6.333333000000000,,3,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675406,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,HYFI,,10.000000000000000,,1,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675407,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,LESA4,,15.000000000000000,,1,NonWoody,Graminoid,Perennial,NO,,CO,CO
675408,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PF12,,10.000000000000000,,1,NonWoody,Forb,Perennial,NO,,CO,CO
675409,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PEPU7,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675410,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,DRCU,,,,,NonWoody,Forb,Annual,NO,,CO,CO
675411,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,POFE,,,,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675412,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,OPPOP,,,,,Woody,Succulent,Perennial,NO,PreferredForb,CO,CO
675413,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PECY4,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675414,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,TOIN,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675415,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,AMUT,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675416,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,EPVI,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675417,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ERAR25,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675418,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,YUBA,,,,,Woody,Succulent,Perennial,NO,,CO,CO
675419,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ANPA4,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675420,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,OPFR,,,,,Woody,Succulent,Perennial,NO,PreferredForb,CO,CO
675421,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,GUSA2,,,,,Woody,SubShrub,Perennial,NO,NonSagebrushShrub,CO,CO
675422,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,YUBA2,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675423,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CAGE2,,,,,NonWoody,Sedge,Perennial,NO,,CO,CO
675424,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CHGL13,,,,,NonWoody,Forb,Annual,NO,,CO,CO
675425,18071607392328632018-09-01,GR-021,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ERRO2,,,,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
675426,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,GUSA2,4.666667000000000,20.800000000000001,7,5,Woody,SubShrub,Perennial,NO,NonSagebrushShrub,CO,CO
675427,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ATCO,2.666667000000000,26.199999999999999,4,5,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675428,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PLJA,5.333333000000000,11.750000000000000,8,4,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675429,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ARBI3,1.333333000000000,22.500000000000000,2,2,Woody,Shrub,Perennial,NO,Sagebrush,CO,CO
675430,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,LESA4,33.333329999999997,26.949999999999999,50,20,NonWoody,Graminoid,Perennial,NO,,CO,CO
675431,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PG00,,3.000000000000000,,1,NonWoody,Graminoid,Perennial,NO,,CO,CO
675432,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,SH00,,11.000000000000000,,1,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675433,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,JUOS,,,,,Woody,Tree,Perennial,NO,,CO,CO
675434,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,EPVI,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675435,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,OPPOP,,,,,Woody,Succulent,Perennial,NO,PreferredForb,CO,CO
675436,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ECTR,,,,,Woody,Succulent,Perennial,NO,,CO,CO
675437,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,RHTR,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675438,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,YUBA2,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675439,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ACHY,,,,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675440,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,HECO26,,,,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675441,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ARPU9,,,,,NonWoody,Graminoid,Perennial,NO,ShortStaturePerennialGrass,CO,CO
675442,18071710495691532018-09-01,SD-398,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CHDE2,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675443,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,GUSA2,0.666666700000000,10.600000000000000,1,5,Woody,SubShrub,Perennial,NO,NonSagebrushShrub,CO,CO
675444,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CHVI8,0.666666700000000,,1,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675445,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ATCO,0.666666700000000,,1,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675446,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ARNO4,4.000000000000000,24.000000000000000,6,1,Woody,Shrub,Perennial,NO,Sagebrush,CO,CO
675450,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,HENE5,2.000000000000000,42.000000000000000,3,1,NonWoody,Graminoid,Perennial,NO,,CO,CO
675451,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,OPPOP,0.666666700000000,6.000000000000000,1,1,Woody,Succulent,Perennial,NO,PreferredForb,CO,CO
675452,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ARBI3,,18.000000000000000,,1,Woody,Shrub,Perennial,NO,Sagebrush,CO,CO
675453,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CHER2,,6.000000000000000,,1,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675454,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,SH00,,5.000000000000000,,1,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675455,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ARPU9,,,,,NonWoody,Graminoid,Perennial,NO,ShortStaturePerennialGrass,CO,CO
675456,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PEPU7,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675457,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ECTR,,,,,Woody,Succulent,Perennial,NO,,CO,CO
675458,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,SPCO,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675459,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,OPPH,,,,,Woody,Succulent,Perennial,NO,PreferredForb,CO,CO
675460,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,KRLA2,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675461,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,YUHA,,,,,Woody,Succulent,Perennial,NO,,CO,CO
675462,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,POSE,8.000000000000000,26.666670000000000,12,3,NonWoody,Graminoid,Perennial,NO,ShortStaturePerennialGrass,CO,CO
675463,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,BRMA4,2.000000000000000,27.500000000000000,3,6,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675464,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,AMUT,26.000000000000000,232.727300000000014,39,11,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675465,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CAGE2,32.000000000000000,28.888890000000000,48,9,NonWoody,Sedge,Perennial,NO,,CO,CO
675466,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,LIPO,1.333333000000000,,2,,NonWoody,Forb,Perennial,NO,,CO,CO
675467,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,QUGA,36.000000000000000,329.555600000000027,54,9,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675468,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,SYRO,47.333329999999997,58.799999999999997,71,5,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675469,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,POPR,13.333330000000000,26.500000000000000,20,4,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675470,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PRVI,22.666670000000000,158.000000000000000,34,1,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675471,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,LALA3,0.666666700000000,35.000000000000000,1,1,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675472,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CODI4,1.333333000000000,32.000000000000000,2,2,NonWoody,Forb,Perennial,NO,,CO,CO
675473,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,GABO2,,25.000000000000000,,1,NonWoody,Forb,Perennial,NO,,CO,CO
675474,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PADI11,,37.000000000000000,,1,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675475,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ROWO,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675476,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,THFE,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
675477,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,HEMUM,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675478,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CISC2,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
675479,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ACMI2,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675480,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ACNE9,,,,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675481,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,VETH,,,,,NonWoody,Forb,Annual,NO,,CO,CO
675482,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PF00,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
675449,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,BOGR2,0.666666700000000,,1,,NonWoody,Graminoid,Perennial,NO,ShortStaturePerennialGrass,CO,CO
675448,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PLJA,4.000000000000000,14.000000000000000,6,7,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675447,18071714501753302018-09-01,SD-396,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,JUOS,20.000000000000000,280.714299999999980,30,7,Woody,Tree,Perennial,NO,,CO,CO
675483,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,LUAR3,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
675484,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ERNA10,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675485,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ELEL5,,,,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675486,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,DAGL,,,,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675487,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,BASA3,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675488,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ARTRV,,,,,Woody,Shrub,Perennial,NO,Sagebrush,CO,CO
675489,18071810392856832018-09-01,SS-302,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ACLE9,,,,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675490,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,POTR5,5.333333000000000,268.500000000000000,8,2,Woody,Tree,Perennial,NO,,CO,CO
675491,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ACMI2,5.333333000000000,,8,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675492,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,AMUT,1.333333000000000,149.000000000000000,2,1,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675493,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,TAOF,1.333333000000000,,2,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675494,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ACNE9,2.666667000000000,39.000000000000000,4,1,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675495,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,GABO2,3.333333000000000,44.000000000000000,5,1,NonWoody,Forb,Perennial,NO,,CO,CO
675496,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,LIPO,2.000000000000000,95.000000000000000,3,1,NonWoody,Forb,Perennial,NO,,CO,CO
675497,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,MARE11,7.333333000000000,,11,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675498,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,QUGA,0.666666700000000,480.000000000000000,1,1,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675499,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,SYRO,32.000000000000000,90.625000000000000,48,16,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675500,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,POPR,63.333329999999997,30.000000000000000,95,3,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675501,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,AQCO,3.333333000000000,37.000000000000000,5,1,NonWoody,Forb,Perennial,NO,,CO,CO
675502,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,BRIN2,8.666667000000000,35.250000000000000,13,4,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675503,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CYOF,0.666666700000000,,1,,NonWoody,Forb,Perennial,YES,,CO,CO
675504,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,GERI,5.333333000000000,56.000000000000000,8,2,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675505,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PEPR7,0.666666700000000,,1,,NonWoody,Forb,Perennial,NO,,CO,CO
675506,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PRVI,0.666666700000000,128.000000000000000,1,1,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675507,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,THFE,0.666666700000000,,1,,NonWoody,Forb,Perennial,NO,,CO,CO
675508,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,TRDU,0.666666700000000,,1,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
675509,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,THIN6,2.000000000000000,31.000000000000000,3,1,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675510,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PF00,0.666666700000000,,1,,NonWoody,Forb,Perennial,NO,,CO,CO
675511,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ERSP4,2.666667000000000,,4,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675512,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,HEMUM,1.333333000000000,27.000000000000000,2,2,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675513,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,URDI,0.666666700000000,,1,,NonWoody,Forb,Perennial,NO,,CO,CO
675514,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ARCO9,4.000000000000000,,6,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675515,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,MOFI,2.000000000000000,,3,,NonWoody,Forb,Perennial,NO,,CO,CO
675516,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,LUPOP5,0.666666700000000,,1,,NonWoody,Forb,Perennial,NO,,CO,CO
675517,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,BRAN,13.333330000000000,61.285710000000002,20,7,NonWoody,Graminoid,Perennial,NO,,CO,CO
675518,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,AGRU,3.333333000000000,53.200000000000003,5,5,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675519,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CIAR4,,78.000000000000000,,1,NonWoody,Forb,Perennial,YES,,CO,CO
675520,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,RULA3,,19.000000000000000,,1,NonWoody,Forb,Perennial,NO,,CO,CO
675521,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,HYFI,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675522,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PHPRN,,,,,NonWoody,Graminoid,Perennial,NO,,CO,CO
675523,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ELTR,,,,,,,,NO,,CO,CO
675524,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PECY4,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675525,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,LITE2,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
675529,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PLMA2,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675530,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,LUARR2,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
675531,18071908345580362018-09-01,RIP-206,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CHAL7,,,,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
675532,1807230903411932018-09-01,SD-334,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,BRTE,0.666666700000000,4.333333000000000,1,3,NonWoody,Graminoid,Annual,YES,,CO,CO
675533,1807230903411932018-09-01,SD-334,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PLJA,9.333333000000000,10.285710000000000,14,21,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675534,1807230903411932018-09-01,SD-334,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,OPPOP,0.666666700000000,,1,,Woody,Succulent,Perennial,NO,PreferredForb,CO,CO
675535,1807230903411932018-09-01,SD-334,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ATCO,,22.000000000000000,,1,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675536,1807230903411932018-09-01,SD-334,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,HAGL,,8.500000000000000,,4,NonWoody,Forb,Annual,YES,,CO,CO
675537,1807230903411932018-09-01,SD-334,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,SPCO,,5.000000000000000,,2,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675538,1807230903411932018-09-01,SD-334,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ECTR,,,,,Woody,Succulent,Perennial,NO,,CO,CO
675539,1807230903411932018-09-01,SD-334,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,AF00,,,,,NonWoody,Forb,Annual,NO,,CO,CO
675540,18072408390648502018-09-01,SD-333,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ACHY,1.333333000000000,35.000000000000000,2,2,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675541,18072408390648502018-09-01,SD-333,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PLJA,0.666666700000000,28.000000000000000,1,4,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
675542,18072408390648502018-09-01,SD-333,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,KRLA,5.333333000000000,,8,,NonWoody,Forb,Perennial,NO,,CO,CO
675543,18072408390648502018-09-01,SD-333,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ATGA,6.000000000000000,18.125000000000000,9,8,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675544,18072408390648502018-09-01,SD-333,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,PEEA,4.666667000000000,30.000000000000000,7,2,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
675545,18072408390648502018-09-01,SD-333,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,BRTE,,5.000000000000000,,1,NonWoody,Graminoid,Annual,YES,,CO,CO
675546,18072408390648502018-09-01,SD-333,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,OPPH,,,,,Woody,Succulent,Perennial,NO,PreferredForb,CO,CO
675547,18072408390648502018-09-01,SD-333,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ATCO4,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
675548,18072408390648502018-09-01,SD-333,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,ELEL5,,,,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
