OBJECTID,ProjectName,EcologicalSiteId,PlotID,PlotKey,Latitude_NAD83,Longitude_NAD83,DateEstablished,DateVisited,BareSoilCover,TotalFoliarCover,GapCover_25_50,GapCover_51_100,GapCover_101_200,GapCover_200_plus,GapCover_25_plus,AH_SagebrushCover,Hgt_Woody_Avg,Hgt_Herbaceous_Avg,Hgt_NonSagebrushShrub_Avg,SoilStability_All,SoilStability_Protected,SoilStability_Unprotected,AH_NoxPerenForbCover,AH_NoxAnnForbCover,AH_NoxPerenGrassCover,AH_NoxAnnGrassCover,AH_NoxAnnForbGrassCover,AH_NoxPerenForbGrassCover,AH_NoxSucculentCover,AH_NoxShrubCover,AH_NoxSubShrubCover,AH_NoxTreeCover,NumSpp_NoxPlant,AH_NonNoxPerenForbCover,AH_NonNoxAnnForbCover,AH_NonNoxPerenGrassCover,AH_NonNoxAnnGrassCover,AH_NonNoxAnnForbGrassCover,AH_NonNoxPerenForbGrassCover,AH_NonNoxSucculentCover,AH_NonNoxShrubCover,AH_NonNoxSubShrubCover,AH_NonNoxTreeCover,Hgt_NonNoxPerenGrass_Avg,Hgt_NoxPerenGrass_Avg,DateLoadedInDb,PrimaryKey,NumSpp_NonNoxPlant,Hgt_PerenGrass_Avg,FH_NoxPerenGrassCover,FH_NoxShrubCover,FH_TotalLitterCover,FH_NoxSubShrubCover,FH_NoxSucculentCover,FH_NoxTreeCover,FH_VagrLichenCover,FH_EmbLitterCover,FH_RockCover,FH_WoodyLitterCover,FH_NonNoxAnnGrassCover,FH_NonNoxTreeCover,FH_CyanobacteriaCover,FH_NonNoxSubShrubCover,FH_WaterCover,FH_HerbLitterCover,FH_NonNoxPerenForbCover,FH_DepSoilCover,FH_NonNoxPerenGrassCover,FH_NoxAnnForbCover,FH_NonNoxAnnForbCover,FH_LichenCover,FH_NonNoxShrubCover,FH_SagebrushCover,FH_NoxPerenForbCover,FH_NoxAnnGrassCover,FH_NonNoxSucculentCover,RH_Rills,RH_WaterFlowPatterns,RH_BareGround,RH_Gullies,RH_WindScouredAreas,RH_LitterMovement,RH_SoilSurfResisErosion,RH_SoilSurfLossDeg,RH_Compaction,RH_FuncSructGroup,RH_DeadDyingPlantParts,RH_LitterAmount,RH_AnnualProd,RH_InvasivePlants,RH_ReprodCapabilityPeren,RH_CommentsSS,RH_CommentsHF,RH_CommentsBI,AH_NonNoxCover,EcolSiteName,County,State,AH_SagebrushCover_Live,Hgt_Sagebrush_Live_Avg,Hgt_Sagebrush_Avg,SagebrushShape_Live_ColumnCount,SagebrushShape_Live_SpreadCount,SagebrushShape_All_ColumnCount,SagebrushShape_All_SpreadCount,SagebrushShape_Live_Predominant,SagebrushShape_All_Predominant,AH_PerenGrassCover,AH_PerenForbCover,AH_PerenForbGrassCover,Hgt_PerenForbGrass_Avg,Hgt_PerenForb_Avg,AH_ShrubCover,AH_NonSagebrushShrubCover,Spp_PreferredForb,AH_PreferredForbCover,NumSpp_PreferredForb,AH_AnnGrassCover,AH_GrassCover,AH_ForbCover,AH_TallPerenGrassCover,AH_ShortPerenGrassCover,Spp_TallPerenGrass,Spp_ShortPerenGrass,Hgt_TallPerenGrass_Avg,Hgt_ShortPerenGrass_Avg,Hgt_Grass_Avg,Hgt_Forb_Avg,Spp_Sagebrush,AH_NoxCover,Spp_Nox,FH_MossCover,FH_DuffCover,DBKey,RH_PedestalsTerracettes,RH_PlantCommunityComp,RH_BioticIntegrity,GlobalID,RH_HydrologicFunction,RH_SoilSiteStability,created_user,created_date,last_edited_user,last_edited_date,AH_WoodyLitterCover,AH_HerbLitterCover,AH_TotalLitterCover,Purpose,PurposeFlag,Design,DesignFlag,Hgt_Shrub_Avg,SpeciesState
42550,Colorado Uncompahgre FO 2018,R036XY325CO,SS-228,1.81E+15,38.31976,-108.62241,6/14/2018 0:00,6/14/2018 0:00,26,24,9.37333333,17.69333333,42.6,9.86666667,79.53333333,14,41,13.96296296,31.5,2.88888889,3.375,2.5,0,0,0,0.66666667,0.66666667,0,0,0,0,0,1,2,0,12,0,0,13.33333333,0,14,0,0,13.14285714,,9/1/2018,18070408554231632018-09-01,16,13.14285714,0,0,36,0,0,0,0,0,0,8.66666667,0,0,14,0,0,27.33333333,2,0,8,0,0,0,14,14,0,0,0,,,,,,,,,,,,,,,,,,,24,,Montrose,CO,8.66666667,49,44.16666667,,,,,,,12,2,13.33333333,13.14285714,,14,0,SPCO; OPPO; EREA,0.66666667,3,0.66666667,12.66666667,2,8,4,PLJA; SPCR; ELEL5; ACHY; HECO26,BOGR2; ARPU9,13.3,13,13.96296296,,ARTRW8,0.66666667,BRTE,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{4C43811A-2024-4B68-BCE1-A80981A27942},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,11.33333333,50.66666667,56.66666667,,,,,44.16666667,CO
42551,Colorado Uncompahgre FO 2018,R036XY325CO,MMS-073,1.81E+15,38.32482,-107.86259,7/4/2018 0:00,7/4/2018 0:00,16,23.33333333,8.32,21.29333333,35.76,17.25333333,82.62666667,0.66666667,8.75,22,11,3.05555556,3.77777778,2.33333333,0,0,0,0,0,0,0,0,0,0,0,1.33333333,0,18,0,0,19.33333333,2,0.66666667,2,0,21.64285714,,9/1/2018,18070414232981442018-09-01,26,21.64285714,0,0,55.33333333,0,0,0,0,0,5.33333333,10,0,0,0,2,0,45.33333333,1.33333333,0,17.33333333,0,0,0,0.66666667,0.66666667,0,0,2,,,,,,,,,,,,,,,,,,,23.33333333,,Ouray,CO,0.66666667,22,22,,,,,,,18,1.33333333,19.33333333,22,32,0.66666667,2,OPFR; OPPO; SPCO; MESA; PEPU7; CHER2; HYFI; STAR10; PESI; HEVI4; ERMIS2,3.33333333,11,0,18,1.33333333,17.33333333,0.66666667,AGCR; THIN6; ACHY; SPCR,BOGR2; POSE,22.61538462,9,21.64285714,32,ARNO4; ARTRW8,0,,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{3C744C9B-476F-4C7B-AE6A-83765ECF58B6},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,14,67.33333333,70.66666667,,,,,22,CO
42552,Colorado Uncompahgre FO 2018, UNKNOWN,SD-324,1.81E+15,38.53119,-107.79086,7/5/2018 0:00,7/5/2018 0:00,47.33333333,25.33333333,7.38666667,21.37333333,29.08,13.05333333,70.89333333,0,20.22222222,21.38461538,20.70588235,2.5,2.8,2.38461538,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333,0,0,5.33333333,0,18,4,0,21.38461538,,9/1/2018,18070509094810962018-09-01,11,21.38461538,0,0,21.33333333,0,0,0,0,0,6,4,0,0,0,3.33333333,0,17.33333333,0,0,4,0,0,0,18,0,0,0,0,,,,,,,,,,,,,,,,,,,25.33333333,,Montrose,CO,0,,,,,,,,,5.33333333,0,5.33333333,21.38461538,,18,18.66666667,ERMI4; ASCI4; MACA2,3.33333333,3,0,5.33333333,0,5.33333333,0,ELEL5; LECI4,,21.38461538,,21.38461538,,,0,,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{A364BEEB-17D6-424D-B602-5648F77B1A1A},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,6.66666667,33.33333333,37.33333333,,,,,20.2,CO
42553,Colorado Uncompahgre FO 2018,R048AY238CO,MMS-074,1.81E+15,38.61922,-107.76064,7/10/2018 0:00,7/10/2018 0:00,2.66666667,85.33333333,2.66666667,5.42666667,4.18666667,2.72,15,2.66666667,123.7777778,28.4137931,128.1153846,4.88888889,5.11764706,1,0,0,0,0,0,0,0,0,0,0,2,3.33333333,0,39.33333333,0,0,41.33333333,0.66666667,73.33333333,0,0,30,,9/1/2018,18071012195392682018-09-01,47,30,0,0,10.66666667,0,0,0,0,0,1.33333333,1.33333333,0,0,0,0,0,9.33333333,2,0,8.66666667,0,0,0,72.66666667,2,0,0,0.66666667,,,,,,,,,,,,,,,,,,,85.33333333,,Montrose,CO,0.66666667,,11,,,,,,,39.33333333,3.33333333,41.33333333,30.56521739,32.16666667,73.33333333,71.33333333,BASA3; CRAC2; IPAG; OPFR; ALTE; ANPA4; ERAL4; ERUM; PHLO2; CHER2; COUM; ERCO24; PEST2; ASPA14; TRDU; ARLU; TRGY; COPA3; HEVI4; HEMU3; PACA15,3.33333333,21,0,39.33333333,3.33333333,10,29.33333333,ELEL5; POPR; THIN6; ACLE9; HECO26; KOMA; POBU; PASM,POSE,45,21.81818182,30,28.42857143,ARTRV,0,BRTE; POBU,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{62A1208C-562B-44D6-B55F-2F9157F7B6AF},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,14,89.33333333,91.33333333,,,,,123.7777778,CO
42554,Colorado Uncompahgre FO 2018, UNKNOWN,SS-234,1.81E+15,38.66456,-107.88352,7/12/2018 0:00,7/12/2018 0:00,24,27.33333333,10.56,19.33333333,23.70666667,26.02666667,79.62666667,0,18.875,17.31818182,19.71428571,4.11111111,5.375,3.11111111,0,0.66666667,0,0.66666667,1.33333333,0,0,0,0,0,2,1.33333333,2,10.66666667,0,2,12,1.33333333,10,0.66666667,0,24.33333333,,9/1/2018,18071208214636302018-09-01,23,24.33333333,0,0,14,0,0,0,0,0,34,0,0,0,0.66666667,0.66666667,0,14,1.33333333,0,10.66666667,0.66666667,2,0,10,0,0,0.66666667,1.33333333,,,,,,,,,,,,,,,,,,,26,,Montrose,CO,0,,,,,,,,,10.66666667,1.33333333,12,22.35714286,10.5,10,10.66666667,OPPOP; CHER2; SPCO; HYFI; ERDI4; LIIN2; ERRA3,3.33333333,7,0.66666667,11.33333333,4,10.66666667,0,PLJA; SPCR; LECI4; ACHY; ELEL5,ARPU9,24.33333333,,20,8.2,,1.33333333,BRTE; HAGL,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{E51520CF-59B1-46C1-9A50-A610986189AA},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,0,28.66666667,28.66666667,,,,,16.4,CO
42555,Colorado Uncompahgre FO 2018,R034BY109UT,SD-332,1.81E+14,38.68056,-107.90334,7/12/2018 0:00,7/12/2018 0:00,24.66666667,26.66666667,9.57333333,18.54666667,26.25333333,23.36,77.73333333,0,17.3,21.5,19,3.66666667,3.33333333,3.83333333,0,3.33333333,0,0.66666667,4,0,0,0,0,0,2,0,0,11.33333333,0,0,11.33333333,2,10,0,0,27,,9/1/2018,1807121251101692018-09-01,9,27,0,0,29.33333333,0,0,0,0,0,12,2.66666667,0,0,6.66666667,0,0,26.66666667,0,0,11.33333333,2.66666667,0,0,10,0,0,0.66666667,2,,,,,,,,,,,,,,,,,,,23.33333333,,Delta,CO,0,,,,,,,,,11.33333333,0,11.33333333,27,,10,10,OPPOP,2,1,0.66666667,12,3.33333333,11.33333333,0,PLJA; ACHY,,27,,25.92857143,13.75,,4,BRTE; HAGL,0.66666667,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{05F8ABB3-E780-4ACA-B235-E93BCD5F3A58},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,6,49.33333333,50,,,,,19,CO
42556,Colorado Uncompahgre FO 2018, UNKNOWN,GR-021,1.81E+15,38.36678,-108.57239,6/14/2018 0:00,6/14/2018 0:00,26.66666667,28,1.89333333,2.29333333,13.33333333,57.42666667,74.94666667,0,194.2857143,9.125,84,,,,0,0,0,0,0,0,0,0,0,0,0,0.66666667,0,0.66666667,0,0,1.33333333,0,2,0,25.33333333,11.33333333,,9/1/2018,18071607392328632018-09-01,26,11.33333333,0,0,15.33333333,0,0,0,0,0,14,2.66666667,0,25.33333333,14.66666667,0,0,12.66666667,0.66666667,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,28,,Montrose,CO,0,,,,,,,,,0.66666667,0.66666667,1.33333333,9.125,7.8,2,2,HEVI4; HYFI; PEPU7; OPPOP; PECY4; TOIN; ERAR25; ANPA4; OPFR; ERRO2,0,10,0,0.66666667,0.66666667,0.66666667,0,ACHY; POFE,,9.5,,11.33333333,7.8,,0,,1.33333333,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{D3CB6898-8A00-4399-88EE-2E11E41B5E7B},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,10.66666667,29.33333333,36,,,,,84,CO
42557,Colorado Uncompahgre FO 2018, UNKNOWN,SD-398,1.81E+15,38.73566,-108.2094,7/17/2018 0:00,7/17/2018 0:00,5.33333333,42.66666667,11.74666667,23.81333333,13.77333333,16.85333333,66.18666667,1.33333333,22.38461538,23.56,22.36363636,4.22222222,5.4,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,38.66666667,0,0,38.66666667,0,4,4.66666667,0,23.56,,9/1/2018,18071710495691532018-09-01,17,23.56,0,0,9.33333333,0,0,0,0.66666667,0,40,0,0,0,2,4,0,9.33333333,0,0,36,0,0,0,2.66666667,0.66666667,0,0,0,,,,,,,,,,,,,,,,,,,42.66666667,,Delta,CO,0.66666667,35,22.5,,,,,,,38.66666667,0,38.66666667,23.56,,4,7.33333333,OPPOP,0,1,0,38.66666667,0,5.33333333,0,PLJA; ACHY; HECO26,ARPU9,11.75,,23.56,,ARBI3,0,,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{3DAF8ECC-5E0B-444E-8D84-1E355166D6CC},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,0,30.66666667,30.66666667,,,,,23.375,CO
42558,Colorado Uncompahgre FO 2018, UNKNOWN,SD-396,1.81E+15,38.71801,-108.23609,7/17/2018 0:00,7/17/2018 0:00,19.33333333,32,2.8,8.4,19.57333333,36.72,67.49333333,4,129.4375,16.22222222,9.66666667,2.94444444,3.2,2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666667,0,0,6.66666667,0.66666667,5.33333333,0.66666667,20,17.5,,9/1/2018,18071714501753302018-09-01,18,17.5,0,0,16,0,0,0,0,0,30,4,0,20,2,0.66666667,0,12,0,0,6.66666667,0,0,0,4.66666667,3.33333333,0,0,0,,,,,,,,,,,,,,,,,,,32,,Delta,CO,0.66666667,18,21,,,,,,,6.66666667,0,6.66666667,16.22222222,6,5.33333333,2,PEPU7; SPCO; CHER2; OPPH; OPPOP,0.66666667,5,0,6.66666667,0,4,0.66666667,PLJA,ARPU9; BOGR2,14,,17.5,6,ARNO4; ARBI3,0,,0.66666667,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{5B540AEB-65D9-4DF1-AE62-DFA0E49185C2},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,19.33333333,40.66666667,42,,,,,15.66666667,CO
42559,Colorado Uncompahgre FO 2018,R048AY238CO,SS-302,1.81E+15,38.9553,-107.56125,7/18/2018 0:00,7/18/2018 0:00,0.66666667,87.33333333,2.8,2.76,3.34666667,0,8.90666667,0,229.9230769,28.59259259,229.9230769,5.33333333,5.33333333,,0,0,0,0,0,0,0,0,0,0,0,3.33333333,0,23.33333333,0,0,25.33333333,0,79.33333333,0,0,27,,9/1/2018,18071810392856832018-09-01,28,27,0,0,12,0,0,0,0,0,0,0.66666667,0,0,0,0,0,11.33333333,0,0,4,0,0,0,79.33333333,0,0,0,0,,,,,,,,,,,,,,,,,,,87.33333333,,Delta,CO,0,,,,,,,,,23.33333333,3.33333333,25.33333333,28.44444444,32.2,79.33333333,79.33333333,HEMUM; ACMI2; LALA3; PADI11; BASA3,0.66666667,5,0,23.33333333,3.33333333,15.33333333,8,BRMA4; POPR; ACNE9; ELEL5; DAGL; ACLE9,POSE,27.1,26.66666667,27,32.2,ARTRV,0,,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{069C6372-8934-474A-9DA7-995B8D2C241A},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,17.33333333,96.66666667,96.66666667,,,,,229.9230769,CO
42560,Colorado Uncompahgre FO 2018, UNKNOWN,RI-206,1.81E+15,38.896809,-107.492096,7/19/2018 0:00,7/19/2018 0:00,0,92,0.94666667,0,0,0,0.94666667,0,130.6666667,47.83333333,116.1578947,5.88888889,5.88235294,6,0.66666667,0,0,0,0,0.66666667,0,0,0,0,2,29.33333333,0.66666667,77.33333333,0,0.66666667,86.66666667,0,40.66666667,0,5.33333333,45.625,,9/1/2018,18071908345580362018-09-01,40,45.625,0,0,8,0,0,0,0,0,0,2.66666667,0,5.33333333,0,0,0,5.33333333,12,0,36.66666667,0,0.66666667,0,36.66666667,0,0.66666667,0,0,,,,,,,,,,,,,,,,,,,92,,Gunnison,CO,0,,,,,,,,,77.33333333,30,86.66666667,47.83333333,50.35714286,40.66666667,40.66666667,TAOF; HEMUM; TRDU; HYFI; ACMI2; AGRU; ARCO9; ERSP4; GERI; PECY4; MELU; WYAR; PLMA2; CHAL7,21.33333333,14,0,77.33333333,30.66666667,68.66666667,0,ACNE9; BRIN2; POPR; THIN6,,33.44444444,,45.625,50.35714286,,0.66666667,CIAR4; CYOF,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{26FDE25B-A906-4CAA-8AC0-BDC88C39D38C},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,9.33333333,96,98,,,,,116.1578947,CO
42561,Colorado Uncompahgre FO 2018, UNKNOWN,SD-334,1.81E+14,38.78548,-108.13092,7/23/2018 0:00,7/23/2018 0:00,17.33333333,10.66666667,0.41333333,7.42666667,19.98666667,65.76,93.58666667,0,22,9.1,22,3.05555556,3.75,2.85714286,0,0,0,0.66666667,0.66666667,0,0,0,0,0,2,0,0,9.33333333,0,0,9.33333333,0.66666667,0,0,0,10.28571429,,9/1/2018,1807230903411932018-09-01,6,10.28571429,0,0,28.66666667,0,0,0,0,0,43.33333333,1.33333333,0,0,0,0,0,27.33333333,0,0,9.33333333,0,0,0,0,0,0,0.66666667,0.66666667,,,,,,,,,,,,,,,,,,,10,,Delta,CO,0,,,,,,,,,9.33333333,0,9.33333333,9.82608696,5,0,0,OPPOP; SPCO,0.66666667,2,0.66666667,10,0,9.33333333,0,PLJA,,10.28571429,,9.54166667,7.33333333,,0.66666667,BRTE; HAGL,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{1CF873A1-C6B2-457B-A7CD-C479AB8676A9},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,1.33333333,33.33333333,34,,,,,22,CO
42562,Colorado Uncompahgre FO 2018, UNKNOWN,SD-333,1.81E+15,38.85852,-107.99332,7/24/2018 0:00,7/24/2018 0:00,22.66666667,18,4.85333333,7.49333333,24.06666667,52.85333333,89.26666667,0,18.125,27.44444444,18.125,2,4,1.6,0,0,0,0,0,0,0,0,0,0,1,10,0,2,0,0,12,0,6,0,0,30.33333333,,9/1/2018,18072408390648502018-09-01,8,30.33333333,0,0,8,0,0,0,0,0,51.33333333,0.66666667,0,0,0,0,0,7.33333333,10,0,2,0,0,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,18,,Delta,CO,0,,,,,,,,,2,10,12,30.25,30,6,6,OPPH; PEEA,4.66666667,2,0,2,10,2,0,ACHY; PLJA; ELEL5,,30.33333333,,26.71428571,30,,0,BRTE,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{253FEC61-53FB-4E11-85C7-AE8256390290},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,1.33333333,16.66666667,18,,,,,18.125,CO
42563,Colorado Uncompahgre FO 2018,R036XY113CO,SD-335,1.81E+15,38.65291,-108.19581,7/24/2018 0:00,7/24/2018 0:00,10,14.66666667,2.38666667,14.12,21.01333333,47.76,85.28,2,33.33333333,13.41666667,34.22222222,1.72222222,1.25,2.09090909,0,0,0,0.66666667,0.66666667,0,0,0,0,0,1,0,0,5.33333333,0,0,5.33333333,0.66666667,6,4.66666667,0,13.36363636,,9/1/2018,18072413353514022018-09-01,12,13.36363636,0,0,10,0,0,0,0,0,65.33333333,1.33333333,0,0,0,3.33333333,0,8.66666667,0,0,4.66666667,0,0,0,6,2,0,0.66666667,0,,,,,,,,,,,,,,,,,,,14,,Montrose,CO,0.66666667,24,24,,,,,,,5.33333333,0,5.33333333,13.36363636,,6,8.66666667,OPPO; OPPH,0.66666667,2,0.66666667,6,0,5.33333333,0,PLJA; ACHY,,13.36363636,,13.41666667,,ARBI3,0.66666667,BRTE,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{A0D14B55-388A-434A-971E-B35893D245E9},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,2.66666667,14,16,,,,,47.4,CO
42564,Colorado Uncompahgre FO 2018,R036XY113CO,RI-208,1.81E+15,38.38847,-107.90445,7/25/2018 0:00,7/25/2018 0:00,0.66666667,37.33333333,2.44,3.76,9.65333333,49.58666667,65.44,9.33333333,170,13.5,19.5,4.22222222,4.91666667,2.83333333,0,0,0,0,0,0,0,0,0,0,0,1.33333333,0,0,0,0,1.33333333,0,10,2,27.33333333,17.5,,9/1/2018,18072508180588582018-09-01,25,17.5,0,0,23.33333333,0,0,0,0,0,37.33333333,8.66666667,0,26,0,2,0,14.66666667,1.33333333,0,0,0,0,0,8,8,0,0,0,,,,,,,,,,,,,,,,,,,37.33333333,,Montrose,CO,5.33333333,32,46.5,,,,,,,0,1.33333333,1.33333333,13.5,9.5,10,2,CHER2; HYFI; BOST4; ERLO4; HEVI4; PEPU7; OPPOP; STAR10; EROV; SOVE6; ARLU,2,11,0,0,1.33333333,0,0,ACHY,POSE,,17.5,17.5,9.5,ARTRW8; ARFR4,0,,1.33333333,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{3DD44107-8CE8-4660-BE10-8E1FD6E854CA},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,12.66666667,45.33333333,50.66666667,,,,,46.5,CO
42565,Colorado Uncompahgre FO 2018,R036XY113CO,SS-301,1.81E+15,38.49464,-108.15125,7/25/2018 0:00,7/25/2018 0:00,15.33333333,55.33333333,6.77333333,11.61333333,12.81333333,14.30666667,45.50666667,30.66666667,97.85714286,11.29411765,15,3,4.3,1.375,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,30.66666667,0.66666667,22.66666667,11.29411765,,9/1/2018,18072514484483882018-09-01,16,11.29411765,0,0,23.33333333,0,0,0,0,0,4.66666667,8.66666667,0,22.66666667,0.66666667,0.66666667,0,14.66666667,0,0,2.66666667,0,0,0,29.33333333,29.33333333,0,0,0,,,,,,,,,,,,,,,,,,,55.33333333,,Montrose,CO,16.66666667,47.66666667,41.58823529,,,,,,,8,0,8,11.29411765,,30.66666667,0.66666667,PEPU7; OPFR,0,2,0,8,0,0.66666667,7.33333333,ACHY; POPR; PLJA; AGCR,POSE; BOGR2,16.4,9.16666667,11.29411765,,ARNO4; ARTRW8,0,,0.66666667,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{CC92AA1F-B905-4F2F-9007-0A205C787B5B},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,16.66666667,69.33333333,72,,,,,41.58823529,CO
42566,Colorado Uncompahgre FO 2018, UNKNOWN,SD-328,1.81E+15,38.56085,-107.82764,7/26/2018 0:00,7/26/2018 0:00,58,22,4.01333333,16.93333333,23.56,30.97333333,75.48,0,14.22727273,10.5,14.22727273,3.5,4.71428571,2.72727273,0,0,0,1.33333333,1.33333333,0,0,0,0,0,1,0,0,8,0,0,8,0,16.66666667,0.66666667,0,10.5,,9/1/2018,18072607523797912018-09-01,12,10.5,0,0,11.33333333,0,0,0,0,0,0,0,0,0,8.66666667,0.66666667,0,11.33333333,0,0,6.66666667,0,0,0,14.66666667,0,0,0,0,,,,,,,,,,,,,,,,,,,22,,Montrose,CO,0,,,,,,,,,8,0,8,10.5,,16.66666667,17.33333333,OPPOP,0,1,1.33333333,9.33333333,0,0,0,PASM,,,,10.5,,,1.33333333,BRTE,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{1173E635-A4A6-407A-8CC6-00845E8E833B},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,0,27.33333333,27.33333333,,,,,14,CO
42567,Colorado Uncompahgre FO 2018, UNKNOWN,PJ-133,1.81E+15,38.1362,-108.66058,8/1/2018 0:00,8/1/2018 0:00,5.33333333,42.66666667,7.13333333,13.32,21.2,14.53333333,56.18666667,22.66666667,139.5384615,14,37,3.72222222,4.27272727,2.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66666667,0,0,4.66666667,0,23.33333333,0.66666667,22,14.66666667,,9/1/2018,18082713232751312018-09-01,15,14.66666667,0,0,28,0,0,0,0,0,16,11.33333333,0,22,8,0.66666667,0,16.66666667,0,0,1.33333333,0,0,0,18.66666667,18,0,0,0,,,,,,,,,,,,,,,,,,,42.66666667,,Montrose,CO,19.33333333,33.375,26.92307692,,,,,,,4.66666667,0,4.66666667,14,10,23.33333333,1.33333333,OPPO; PEPU7,0,2,0,4.66666667,0,0.66666667,4,ACHY; ELEL5; SPCR; PLJA,BOGR2; POSE,22,11,14.66666667,10,ARNO4,0,,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{D0BB90DD-A584-488B-83C0-CFF637B13BF0},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,15.33333333,62,66,,,,,27.64285714,CO
42568,Colorado Uncompahgre FO 2018,R036XY325CO,SD-323,1.81E+15,38.608851,-108.143957,5/22/2018 0:00,5/22/2018 0:00,38.66666667,29.33333333,9.76,13.72,25.86666667,15.81333333,65.16,0,20.28571429,10.40909091,20.28571429,3.27777778,3.33333333,3.25,0,0,0,0.66666667,0.66666667,0,0,0,0,0,1,0,0,24,0,0,24,2,4,0,0,10.35,,9/1/2018,18052209380212082018-09-01,22,10.35,0,0,18.66666667,0,0,0,0,0,13.33333333,0,0,0,0,0,0,18.66666667,0,0,23.33333333,0,0,0,3.33333333,0,0,0.66666667,2,,,,,,,,,,,,,,,,,,,28.66666667,,Montrose,CO,0,,,,,,,,,24,0,24,10.40909091,11,4,4,ASAM5; SPCO; OPPO; CHER2; CACH7; ERCI6; COPA3,2,7,0.66666667,24.66666667,0,24,0,PLJA; HOJU; ACHY,BOGR2; ARPU9; POSE,10.35,,10.35,11,ARBI3,0.66666667,BRTE,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{2B3A8333-A3C1-4A48-AF79-3D8F0024537E},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,1.33333333,30.66666667,32,,,,,,CO
